"","name","hashtag","text"
"911134","millriverpark","","The Winter Greens Workshop last night was a wonderful success! Missed it this year? Don’t worry… https://t.co/0kFb7eJYqJ"
"1123357","AddYcd_","","- I do not worry about what may happen tomorrow. I take care of what I'm doing right now, here.… https://t.co/87ssl7d3X2"
"1738213","girlUPcycled","intuitivepainting ","Beautiful finished work by @paintergirls #intuitivepainting we did together live-it’s so… https://t.co/LXzZh07NlG"
"1519496","dvpalmeira","diariodeumadorador ","#diariodeumadorador em Salvador, Bahia, Brazil https://t.co/adfc8bCB5a"
"1208631","KoolKat2K","verseoftheday romans116 iamnotashamed ","#verseoftheday📖 #romans116 #iamnotashamed @ Colorado Springs, Colorado https://t.co/rIpPW5JrER"
"1836704","elamorbrujo","BastaLola ","Sí. Acá después de trabajar... Todos juntos. Y vos, haciéndome el aguante. #BastaLola… https://t.co/YScpFad8dU"
"260858","amyjlarson","Good MerryChristmasYouFilthyAnimals MyNewHatMatchesMyClothesToday ","#Good morningAmerica #MerryChristmasYouFilthyAnimals #MyNewHatMatchesMyClothesToday… https://t.co/4DmU0zWmNU"
"285617","messijessiblog","morkie tucker dogs ","He’s pouting cause I put a sweater on him. 😂🤣🤪❤️ #morkie #tucker #dogs @ Forney, Texas https://t.co/d4g7ccSsAW"
"18198","Reginaldo_enf","","♠NÃO TENTE CONTROLAR A SITUAÇÃO. CONTROLE A SUA REAÇÃO DIANTE DELA.… https://t.co/HeCEHK6RRm"
"389652","odzdgr8","","Just posted a photo @ Digicel Jamaica Foundation https://t.co/kqVnohsnv2"
"151665","HELiXStarkville","","With the temperatures getting colder, what better way to warm up and keep that summer glow than… https://t.co/HNkamKS9Dg"
"477710","DanielKIsaac","","thank you all for the birthday love! thank you @liachang for the photos! happy holidays &amp; happy… https://t.co/rxilWVwNKZ"
"1181101","MarcoJuniorggg","","👩🏻‍🏫 COLINAS-MA  Professores de Colinas podem ter o natal mais magro da história!  Com a… https://t.co/LXhYHMgE8p"
"1264032","wshallockjr","photo ","Drinking a Balaclava (2017) by @LaveryBrewing @ Hardwood Brewing &amp; BBQ — https://t.co/Q1ze0WwMAm #photo"
"1292321","LizCoffeyxx","","Day Three • Hockey Games // Always feel at home at the arena. Plus we finally have a good season… https://t.co/UT28tGSOMw"
"1456850","Jerseygirlbeer","","Merry Christmas- opening at 1pm today. . Stop in and receive $2.50 off your 64oz fill, $1.50 off… https://t.co/CGPwemYguw"
"1045567","josesantin24","true mipuntodevista nalgonasfan ","Buenas tarde ! #true #mipuntodevista #nalgonasfan @ Madison Heights,… https://t.co/8Heg9NO5ao"
"1774024","G_A_B_O_X","","It’s so hot... I Love Rock &amp; Roll...!!! 🎵🎵🎵🎵 en Gabo's Home https://t.co/jyJ7eMtRz1"
"1818156","_HoffmanEstates","","Hoffman Estates IL Fri Dec 29th PM Forecast: TONIGHT Snow Lo 5 SATURDAY Partly Sunny Hi 7"
"1002256","guynraleigh","","I'm at Bocci in Raleigh, NC https://t.co/aR3nHxHwAL"
"1091108","siroccodooley","hollywood onset comedy funny filmshoot filming setlife shooting photo photoshooting ","#hollywood #onset #comedy #funny #filmshoot #filming #setlife #shooting #photo #photoshooting… https://t.co/INjIJrdPpu"
"1381056","flyfishingmusic","manitoba winnipeg ","The current weather is ice. So cold over night that ice falls from the sky! #manitoba #winnipeg… https://t.co/2jnCWqyWMz"
"834972","luizapaulas2","","Novidade das Delicias da Lú : Para os amantes de beijinho, Dindin Gourmet Beijinho com doce de… https://t.co/VrbgFRsCzr"
"1281873","HenrySinger1938","","5 more days. @ Henry Singer https://t.co/AEt7zlEtYd"
"1746768","danielle_camara","","Tudo acaba bem, só vem 🎶 🙏🏻😌💕 em São João de Meriti https://t.co/45LL3Kj4cN"
"1394025","juzinhaaredes","","Pai, faças de mim teu jardim, onde a maldade não nasce e a tristeza… https://t.co/lc62hEwz7q"
"231248","MeroPavlovich","","🌗🌘🌑🌒🌓 @ Mexico City, Mexico https://t.co/EEY6iRr3E7"
"142765","kiasuchick","","Tasty Benedict. Thanks for the reco @swarlesbarkley_!! (@ Wild Eggs in Cincinnati, OH) https://t.co/vS5NNqAPo2 https://t.co/g4mT36P8Gp"
"1521281","yendrixquintero","","😃💖En mi vida sólo hay espacio para la felicidad en Lince, Lima, Peru https://t.co/qO1RWPnZv1"
"1732456","tmj_WAK_adm","job IT Spokane Hiring CareerArc ","This #job might be a great fit for you: Database Administrator III - https://t.co/vQQZidumm0 #IT #Spokane, WA #Hiring #CareerArc"
"78088","YeleysaBsb","","Ver a mi @brunomars en vivo cantando 🎶 ""Runaway Baby"" ha sido una de las mejores cosas que me ha… https://t.co/2Yom60w47Q"
"864659","angelino_xfit","","Angelino CrossFit Annual Holiday Food Drive is ON! please bring in NON PERISHABLE Food Items for… https://t.co/52X2kUIz0l"
"1300113","TMSisbest","","YouBible Daily Bible Verse . . . @ Torrington, Wyoming https://t.co/yN9DOhPiKC"
"1679728","cist_84","","5 kms... 🏃🏻‍♂️ (@ Parque La Mexicana - @parquemexicana in Mexico City, DF) https://t.co/Bq7BN2fzYc https://t.co/tV6prBCTtz"
"1880173","biadinizp","","Nós dois sabemos que as noites foram feitas para dizer coisas que você não conseguirá dizer… https://t.co/xUOaVF1pKW"
"1168925","markmoren5","lesmills lesmillsbodypump lesmillspump ","#lesmills #lesmillsbodypump #lesmillspump LUNGES... OH YOU BURN!! @ Ohio https://t.co/qqmfD3ECYN"
"1142421","jchrisallen","blessed ","Christmas shopping list checking and chicken tenders at Picadilly #blessed @ Piccadilly Restaurants https://t.co/z4mDAuV4uQ"
"1313029","Pwh1Parker","coffee coffeetime ","Morning coffee with Sarah..... #coffee #coffeetime @ Shoes Cup and Cork https://t.co/1VYofEMqWd"
"897392","ubermnrealtor","mansbestfriend ","Brought the dog to work with me today. #mansbestfriend @ BW Homes - Realty Group, Inc. https://t.co/E4pzAIo8sV"
"161999","ckan","Technology experiencia Think2020 monday ","#Technology Ya disponible el post con toda la #experiencia en el google #Think2020 #monday… https://t.co/ykBLOEYVAv"
"609890","Earle29","som2017goingon18 ","Silent Travel companion and I are ready for a Travel day to Wheeling, WV! #som2017goingon18 @… https://t.co/YHGof9A65K"
"1447300","rafaelmodelo","rafaelalcalde fashion style handsome men ","Último día de trabajo antes de las vacaciones 😁👍🏻 #rafaelalcalde #fashion #style #handsome #men… https://t.co/rwdULxbjPE"
"933261","BHFirefighters","","After 11 days on the Thomas Fire in Ventura our Beverly Hills Firefighters on Engine 1 have… https://t.co/MH7IUqvVCj"
"400341","reecomedy","applecart ","Life has shaken up the proverbial #applecart for me in 2017. As I️ just said to a dear friend.… https://t.co/ZxIu4X54es"
"50568","F4NGonline","","@jonessodaco A color for all of my moods and cars, very much appreciated. P.S. I’d love to have… https://t.co/NSIQ1cmEU5"
"1780265","PassaicPark","","Passaic Park NJ Fri Dec 29th AM Forecast: TODAY Partly Sunny Hi 21 TONIGHT Partly Cloudy Lo 11"
"1846262","jonathanlighty","featuring luckbone fuckumean independentartist newartist newmusicalert ","@g_cakalaky #featuring #luckbone #fuckumean #independentartist #newartist #newmusicalert… https://t.co/ZxkU1hKS8B"
"1307607","tmj_hou_music","hiring Music Houston Job Jobs CareerArc ","We're #hiring! Click to apply: Photo Booth Attendant - https://t.co/8mEvUMXMUm #Music #Houston, TX #Job #Jobs #CareerArc"
"858922","MarieMyungOkLee","","The .opedproject comes to .columbia - exhausted but we got to group write an OpEd and I got to… https://t.co/bvMHa2X2kW"
"1749291","JQueNow","","Who wants to come bowling with me??? @ Stars and Strikes Family Entertainment Centers https://t.co/NMb5auC2mO"
"1596941","verocalugo_","","A pesar de que tuvimos unas navidades a oscuras, no permitamos que… https://t.co/CimK2x0RJa"
"1832830","wizkidmOnt","","NYE is right around the corner! I hope you got your Sections in order cause we goin Crazy at… https://t.co/8BBJPaClmO"
"591436","2REALLCSC","","@MrColionNoir So Does This Give Me A Choice Or Just Stick With My… https://t.co/Q280H374Tu"
"499307","renatoloureiiro","","I'm at Shopping Bosque Grão-Pará in Belém, PA https://t.co/oSFahWJUWP"
"366636","730WAN","ART masterpiece wan blnd ohiohiphop ohio cleveland theland thesix ","#ART #masterpiece #wan #blnd #ohiohiphop #ohio #cleveland #216 #theland #thesix… https://t.co/Nwmqtib6gL"
"918253","_iguiteixeira","","I'm at Esfihas E Cia. in Indaiatuba, SP https://t.co/QLWtjp5L9H"
"1528551","eliesio_som","Boasfestas ","#Boasfestas em Planaltina, Federal District https://t.co/tWRrrk7L3c"
"865934","michaelhall1123","v18rantvikings awesomevikings ","Beginning band up first tonight.  #v18rantvikings #awesomevikings @ Valley View Middle https://t.co/7YgkSR6Wue"
"62994","fredyoxigeno","","🔥 3 dia de maraton de llamadas 🔥 @OxigenoFM ..... aca estoy con el show de la farra y ustedes… https://t.co/jJqymlIbTB"
"822809","miladeia","","I'm at Insper in São Paulo, SP https://t.co/k7BMaz9PmK"
"620234","Metalpunk","","I'm at El Meson Sandwiches - @elmesonpr in Ponce, PR https://t.co/UCXOsr2VVR"
"1443103","hakabraids","Holidaystyles Allstyles Braidsgame stylishbraids ","Holiday hair style by us... 📞571-428-2608 #Holidaystyles #Allstyles #Braidsgame #stylishbraids… https://t.co/FGJ8Nf4HKA"
"114820","MagicMaia","calligraphy moderncalligraphy flourishforum pointedpencalligraphy ","Merry and Bright✨ #calligraphy #moderncalligraphy #flourishforum #pointedpencalligraphy… https://t.co/Fd2GN98mwd"
"563598","titansouzah","japanego negro beard gordinho man meuovo bear glasses peitinho black relax ","🦄  #japanego #negro #beard #gordinho #man #meuovo #bear #glasses  #peitinho #black #relax… https://t.co/6wgopf4HDg"
"68467","tmj_ott_eng","hiring job ","We're #hiring! Read about our latest #job opening here: System Capacity Engineer - https://t.co/bBiBNEoXZW… https://t.co/0O9M3Q6wUx"
"1824073","AnzhelikaCroche","","Happy New Year!   We thank you very much for your support in 2017 and we hope to serve you again… https://t.co/pbWH0fglk3"
"827904","TheThomasCole","","The High Society Club now accepts bitcoin for membership payment! Join The List for $100 or… https://t.co/GqHanhYkJD"
"111333","SoraiaOtto","","O que falar do dia!!! 03/12/2011 Dia que Deus preparou para construirmos nossa família e hoje… https://t.co/TnEUvW0eNN"
"706349","FairplayPA","","Fairplay PA Tue Dec 12th PM Forecast: TONIGHT Snow Showers Lo 15 WEDNESDAY Sunny Hi 29"
"243969","tmj_mep_manuf","hiring job cintasjobs ","We're #hiring! Read about our latest #job opening here: Custodian - https://t.co/5KBUUkpLct #cintasjobs… https://t.co/4qqpceq02T"
"1894828","Jlayvar","newyear goodvibes sun pool ","#newyear #goodvibes #sun #pool en Cuernavaca, Morelos https://t.co/6hih2e6Vbl"
"952648","tmj_chh_finance","Westerville job Finance Hiring CareerArc ","See our latest #Westerville, OH #job and click to apply: Credit Clerk - https://t.co/968rSgZUd5 #Finance #Hiring #CareerArc"
"309756","Protakuz","musica saksa santiago Chile MetroDeSantiago ","#musica #saksa #santiago #Chile #MetroDeSantiago en Santiago Metropolitan Region https://t.co/12lViGsyws"
"1380062","ChrisDoesDallas","","I'm at The Westin Jackson in Jackson, MS https://t.co/mwCykhI0SS"
"1932867","jessicamoniquex","","Mood going into 2018. 💎Come pop bottles with me and the sexy savages at diamondsofcharlotte… https://t.co/19U2Dp01Jj"
"632438","GoldenGirlGroup","closing ","Congratulations, Dawn! We are so excited for you and can’t wait to come visit! #closing… https://t.co/ozXCD42sZl"
"1805110","l0ve_ari","cabosanlucas arco mexico ","just another day in Cabo ☀️#cabosanlucas #arco #mexico @ Arco del Cabo San Lucas https://t.co/XyGoEYlcYL"
"262908","Baterias24hs","","Gracias IFC por confiar en nosotros... en Baterías Batteryshop https://t.co/UvYZU5Xxkr"
"1366283","DJWarrenYoung","countryfriedsteak sawmill gravy iG mashedpotatoes corn greenbeans biscuit cornbread ","#countryfriedsteak #sawmill #gravy #iG #mashedpotatoes #corn #greenbeans #biscuit &amp; #cornbread… https://t.co/FWWPvHDnsS"
"692525","misterblue_net","","Wake up and win! This trainer definitely knows her stuff. Excellent facilitator, amazing 👩‍🏫… https://t.co/KN2kjfuZ0a"
"1741529","vvamarod","","Y además vos sos el sol. en Salinas, Uruguay https://t.co/XQaJ7cOYCx"
"1249298","Eliezeraugust0","","I'm at Torre Díana V in Santo Domingo, Distrito Nacional https://t.co/2QkRjW2I6b"
"782227","michaeljohane","","Bajar las papas fritas debería ser posible a través de la cagá de abdominales que hice… https://t.co/HUiguKPoNk"
"855127","TheCoryWade","","Drinking a Drift English Mild Ale by @FMbrewing @ Townsend — https://t.co/GWOMnnr1eW"
"268011","Douglasnj","Anita nails lariunhas DouglasHair ","aliciaphilipps  unha da semana  😊 #Anita Let it Go #nails #lariunhas #DouglasHair em Douglas Hair https://t.co/HJfvM0QaQR"
"652674","scarred4life","emeraldbay imonaboat leitchwedding laketahoe ","Just a sample of the boat ride to #emeraldbay #imonaboat #leitchwedding #laketahoe… https://t.co/lxyhUBBHPv"
"542829","goevents1","starsnye snow snowman cold winter ","Snowman going wild #starsnye #snow #snowman #cold #winter @ Stars New Year's Eve https://t.co/UiJd5W2Seu"
"338908","cassiefitbox","","Music is my heart and soul. More precious than gold..🎶 @ Oceanside, California https://t.co/FSyM7s5XWO"
"870740","mum2katengrace","unconditionallove puppysnuggles ","Hmmmm time for bed? 🤔 #unconditionallove #puppysnuggles… https://t.co/V9MVQJKIr4"
"1648144","equilibriosabor","","Começou, gente! A roubadinhas está firme e forte compensando os excessos do Natal para estar… https://t.co/PdiDMbj9FN"
"1195991","LinehanPhoto","","Just posted a photo @ Liberty Hotel Boston https://t.co/0pZZFhxrTI"
"1085052","mrcheckmyresume","","People will use you, take advantage of you, talk about you and your kids, they will start rumors… https://t.co/ZJD0DaGFh9"
"852493","higorcaetano","","Há um mês iniciava a realização de um sonho: lugares mágicos com a melhor cia… https://t.co/t3GjjJ2Fcb"
"1660540","KriegerFenixAAA","Quilpue ViñaDelMar ","#Quilpue vs #ViñaDelMar hoy 27.12.2017 me quedo con el tiempo que tenemos en Viña. en Viña del… https://t.co/LIrr14RY50"
"1169142","zzb4u","","Thanks 🙏 Baby @ Segerstrom Center for the Arts https://t.co/W7GqdhLxKA"
"1540538","DamienAwai","kalikimaka maui Christmas ","Aloha #kalikimaka #maui kick start your #Christmas this afternoon at the monkeypodkitchen… https://t.co/ejPw40bsHy"
"746046","TheBrianAlwyn","wow fitness physique curls guyanese live health chocolate ","LIVE IN YOUR BEST BODY #wow #fitness #physique #curls #guyanese #live #health #chocolate… https://t.co/0CufAvurlE"
"1099946","tmj_rdu_edu","WakeForest Education Teacher Job Jobs Hiring CareerArc ","Want to work in #WakeForest, NC? View our latest opening: https://t.co/6j4I9OwRwE #Education #Teacher #Job #Jobs #Hiring #CareerArc"
"968784","frulatto2005","heladeriaartesanal ","Recordando nuestra infancia!!  Ven a probar nuestro helado de Milo!!  #heladeriaartesanal… https://t.co/oi4eoiNm9S"
"946517","airikeli","","It was a great night for hot pot :) @ Simmer https://t.co/xogl6umrrX"
"36571","jt_squared14","christmastime ","Mariners Women’s Christmas Brunch Celebration with my Mama and Aunt ❤️ #christmastime… https://t.co/Gq64MCyLfw"
"1016393","MazuirRoss","3dprinting Printrbot ","This is how you do it. 😁😄 #3dprinting @faberdasher on Lewis. Who needs spools?! 😛😄#Printrbot ...… https://t.co/katimpNnJi"
"1675340","AshNOuterSpace","","""The Princess Saves Herself in this One"" is such a beautiful and amazing book! Pretty sure I… https://t.co/F2sKkIhc1a"
"158613","switchboard_op","krampusride ","#krampusride 2017 is this Saturday.  Donate: https://t.co/m3v69Wl6ZK Event info:… https://t.co/fdlVj8Z3Ti"
"37774","kaylanee29","","Mariana ta aqui em casa"
"605229","jumartins_spfc","","Coisa mais chata quando alguém vem falar contigo e fala só de bebida, af"
"842091","fbrownjr21","","🚨FRIDAY NIGHT RED &amp; WHITE PARTY‼️ 🔸Get on the WOLFPAC GUESTLIST for your VIP WRISTBAND to GET… https://t.co/KSzYSo8CMT"
"1633797","eschmook","","I'm at Cafe Aquarius in Chalmette, LA https://t.co/5WvBQqdrPU"
"94944","Cossvc","","1 hr waiting for my fucking coffee. (?) (@ Starbucks in Langley, British Columbia) https://t.co/ZjLHlA1ygc"
"952277","gertarco","Endomondo endorphins ","I just finished cycling 38.67 km in 1h:35m:37s with #Endomondo #endorphins https://t.co/BQODYf9wQw"
"888671","ajb31969","","Just posted a photo @ N. Miami Beach https://t.co/nmGxjGQHkI"
"515402","alejandroms87","","Ya hice la compra del.mes jojoj Solo a cara de perro en Corrientes, Argentina https://t.co/BSWwaQl8KW"
"1260212","mayrabhe","","I'm at IOP - Instituto de Olhos de Pernambuco https://t.co/pA9ap7zVfD"
"1054031","don_hawks","","Tribute to Grover Washington Jr. Monday December 18 - 7 to 10 pm Winelight Jazz @ WQSV 106.3 &amp;… https://t.co/WLTjzTcuzY"
"1092779","arelypriscila","church adonaiministerios love pastor arelyvalero arelypriscila ","- - Celebracion Fin de Año #church #adonaiministerios #love #pastor #arelyvalero #arelypriscila… https://t.co/RwjPKcy8ol"
"335273","noeljean","MerryGrinchmas HappyWholidays ","Hope you all have a HAPPY WHOLIDAY! . . . #MerryGrinchmas #HappyWholidays… https://t.co/5UJZZ9e3gw"
"1885405","GracelandIL","","Graceland IL Sat Dec 30th PM Forecast: TONIGHT Snow Showers Lo -3 SUNDAY Snow Showers Hi 12"
"303406","Greyce_Nat","","Um dia lindo pra quem aceita as melhores coisas de Deus! 🌷 em Ministério Público do Estado do Pará https://t.co/2x1pbEHRhQ"
"902247","mattwoll","","It’s a WiLD team Christmas! Thanks anniebannani52 for the cool journal,  @AllisonScreen for the… https://t.co/cpQY5RiaZ6"
"1383520","LbMulah","","“Lets Play the game of i want u and u go mia , then lets play the game of i just bought a benz… https://t.co/nItFB4dUoS"
"99484","carlamentry","","Aidyn's Shepard Fairey-inspired art was selected to be shown at a… https://t.co/QogAqgNnKL"
"511624","iYBDTx","babyJesus holiday ","S/o to #babyJesus Since I’m in a #holiday mood, let me plug my 🎼🎤 Make sure you 👀 the vid on… https://t.co/9L8dyLbgFG"
"37994","lutelles","","Orgulho define! Nos 180 anos do Colégio Pedro II, um pouco do que foi, indubitavelmente, os… https://t.co/ggQvBIkOT3"
"1930279","JRuizXII","","🍺🌮🥩 (@ El Potrillo in Cuautitlán Izcalli, Estado de México) https://t.co/0sCRd0tnRj"
"582489","AhmedJr","","Sunday Night 🌜 en Bogotá, Colombia https://t.co/Zl9qdpmg5q"
"1638229","pamelalimaa20","","“A grandeza não está em ser forte, mas no uso correto da força.” em Boa Vista, Roraima https://t.co/SvFxc4Dd68"
"673612","Emprende_bna","","Contribuimos con la formación de nuevos emprendedores y microempresarios, para el crecimiento y… https://t.co/wpizKBvGUu"
"414453","AlexGill120","","455×9 just getting the work in so I can crush pizza with ringoevenlifts… https://t.co/dwn4lc3ONq"
"1443515","purefaggot","","trouxacaindo.jpeg @ Serra do Mar https://t.co/lmUkX83GnG"
"438037","tedgibson","blondes STARRING tagged tedgibson haircolor highlights sexy ","Do #blondes have more fun ask her #STARRING #tagged #tedgibson #haircolor #highlights #sexy @… https://t.co/Zs9awET8LX"
"1852623","MikoDasGalaxias","","RETROSPECTIVA 2017  🍻 Começou com um dos melhores verões da minha vida ✔️  💇 Mudei meu visual… https://t.co/lr4SAPYJOq"
"1817223","_bielletorres","","I'm at @LaMole_1958 in Nova Iguacu, Rio De Janeiro w/ @rtmille @lyncoln_ale @llberti https://t.co/UrQlcHBnzX"
"1704441","ashields92","","Even though the Huskies lost, it’s always a great time @fordfield 🐾🤘🏻🏈 @ Ford Field https://t.co/5rDteivj0r"
"1345057","Panama_City_FL","","Panama City FL Thu Dec 21st PM Forecast: TONIGHT Areas Of Fog Lo 51 FRIDAY Areas Of Fog Hi 75"
"1951864","jemaldonado","","I'm at Chinese Delite in Sayreville, NJ https://t.co/JLMMErZB3h"
"709832","MobileMontana","goodquotes mobilemassage mymontanalife ","Came across this 💎 today. #goodquotes #mobilemassage #mymontanalife @ Peets Hill/Burke Park https://t.co/hwqZzEHdtL"
"1778465","tmj_maw_labor","Holyoke job Labor Hiring CareerArc ","If you're looking for work in #Holyoke, MA, check out this #job: https://t.co/wOYmzwzdgG #Labor #Hiring #CareerArc"
"96479","RodRagazzo","Christmastree Christmas ","Watching @nyjets football near the #Christmastree #Christmas… https://t.co/60HTryNbMX"
"1846426","EMEProvzla","","Una Feliz Navidad y un Venturoso Año Nuevo 2018 les desea ""La Enamorada del Folklore""… https://t.co/E9A3HRztBx"
"1569705","fifthgoldengurl","","Merry Christmas! 🎄❤️❄️ @ Seattle, Washington https://t.co/5BikyRTWmX"
"1806436","TheJoyBusOrg","","Yay for Friday!!! Thank you tuanraphael for your help with today’s meals! We are super grateful… https://t.co/Jwqb001xCp"
"671873","SI__Podcast","","Guilty as charged!!! In NYC, it will &amp; can go down any &amp; everywhere so always gotta be alert @… https://t.co/2oadA15aG1"
"596168","MTMBrasil","","Etapa Belém tem record 🏆🇧🇷 tai ai 168.8 decibéis em Belém, Brazil https://t.co/2dOvHqcqYm"
"469979","juhkovac","","representando a firma e tirando foto com a chefe ❤ em UERJ Universidade do Estado do Rio de Janeiro https://t.co/mpbM04ohk5"
"1515422","BendersvillePA","","Bendersville PA Sun Dec 24th AM Forecast: TODAY Mostly Cloudy Hi 41 TONIGHT Snow Lo 29"
